,sector_id,sector_nombre,variable_id,actividad_producto_nombre,indicador,unidad_de_medida,fuente,frecuencia_nombre,cobertura_nombre,alcance_tipo,alcance_id,alcance_nombre,indice_tiempo,valor
138,25,Energias alternativas,440,Energia biogas,Generacion,MWh,CAMMESA,Mensual,Nacional,PROVINCIA,14,CORDOBA,2019-07-01,3070.613
139,25,Energias alternativas,440,Energia biogas,Generacion,MWh,CAMMESA,Mensual,Nacional,PROVINCIA,14,CORDOBA,2019-08-01,3074.188
140,25,Energias alternativas,440,Energia biogas,Generacion,MWh,CAMMESA,Mensual,Nacional,PROVINCIA,14,CORDOBA,2019-09-01,2574.584
141,25,Energias alternativas,440,Energia biogas,Generacion,MWh,CAMMESA,Mensual,Nacional,PROVINCIA,14,CORDOBA,2019-10-01,2948.676
142,25,Energias alternativas,440,Energia biogas,Generacion,MWh,CAMMESA,Mensual,Nacional,PROVINCIA,14,CORDOBA,2019-11-01,2788.338
143,25,Energias alternativas,440,Energia biogas,Generacion,MWh,CAMMESA,Mensual,Nacional,PROVINCIA,14,CORDOBA,2019-12-01,3096.724
144,25,Energias alternativas,440,Energia biogas,Generacion,MWh,CAMMESA,Mensual,Nacional,PROVINCIA,14,CORDOBA,2020-01-01,3031.484
145,25,Energias alternativas,440,Energia biogas,Generacion,MWh,CAMMESA,Mensual,Nacional,PROVINCIA,14,CORDOBA,2020-02-01,2838.848
146,25,Energias alternativas,440,Energia biogas,Generacion,MWh,CAMMESA,Mensual,Nacional,PROVINCIA,14,CORDOBA,2020-03-01,3226.759
147,25,Energias alternativas,440,Energia biogas,Generacion,MWh,CAMMESA,Mensual,Nacional,PROVINCIA,14,CORDOBA,2020-04-01,3042.534
148,25,Energias alternativas,440,Energia biogas,Generacion,MWh,CAMMESA,Mensual,Nacional,PROVINCIA,14,CORDOBA,2020-05-01,2718.536
149,25,Energias alternativas,440,Energia biogas,Generacion,MWh,CAMMESA,Mensual,Nacional,PROVINCIA,14,CORDOBA,2020-06-01,3691.157
150,25,Energias alternativas,440,Energia biogas,Generacion,MWh,CAMMESA,Mensual,Nacional,PROVINCIA,14,CORDOBA,2020-07-01,4177.173
151,25,Energias alternativas,440,Energia biogas,Generacion,MWh,CAMMESA,Mensual,Nacional,PROVINCIA,14,CORDOBA,2020-08-01,4598.529
152,25,Energias alternativas,440,Energia biogas,Generacion,MWh,CAMMESA,Mensual,Nacional,PROVINCIA,14,CORDOBA,2020-09-01,4329.31
153,25,Energias alternativas,440,Energia biogas,Generacion,MWh,CAMMESA,Mensual,Nacional,PROVINCIA,14,CORDOBA,2020-10-01,5003.254
154,25,Energias alternativas,440,Energia biogas,Generacion,MWh,CAMMESA,Mensual,Nacional,PROVINCIA,14,CORDOBA,2020-11-01,4744.464
155,25,Energias alternativas,440,Energia biogas,Generacion,MWh,CAMMESA,Mensual,Nacional,PROVINCIA,14,CORDOBA,2020-12-01,5106.145
156,25,Energias alternativas,440,Energia biogas,Generacion,MWh,CAMMESA,Mensual,Nacional,PROVINCIA,74,SAN LUIS,2017-01-01,0.0
157,25,Energias alternativas,440,Energia biogas,Generacion,MWh,CAMMESA,Mensual,Nacional,PROVINCIA,74,SAN LUIS,2017-02-01,0.0
158,25,Energias alternativas,440,Energia biogas,Generacion,MWh,CAMMESA,Mensual,Nacional,PROVINCIA,74,SAN LUIS,2017-03-01,0.0
159,25,Energias alternativas,440,Energia biogas,Generacion,MWh,CAMMESA,Mensual,Nacional,PROVINCIA,74,SAN LUIS,2017-04-01,0.0
160,25,Energias alternativas,440,Energia biogas,Generacion,MWh,CAMMESA,Mensual,Nacional,PROVINCIA,74,SAN LUIS,2017-05-01,0.0
161,25,Energias alternativas,440,Energia biogas,Generacion,MWh,CAMMESA,Mensual,Nacional,PROVINCIA,74,SAN LUIS,2017-06-01,0.0
162,25,Energias alternativas,440,Energia biogas,Generacion,MWh,CAMMESA,Mensual,Nacional,PROVINCIA,74,SAN LUIS,2017-07-01,0.0
163,25,Energias alternativas,440,Energia biogas,Generacion,MWh,CAMMESA,Mensual,Nacional,PROVINCIA,74,SAN LUIS,2017-08-01,20.032
164,25,Energias alternativas,440,Energia biogas,Generacion,MWh,CAMMESA,Mensual,Nacional,PROVINCIA,74,SAN LUIS,2017-09-01,119.975
165,25,Energias alternativas,440,Energia biogas,Generacion,MWh,CAMMESA,Mensual,Nacional,PROVINCIA,74,SAN LUIS,2017-10-01,39.707
166,25,Energias alternativas,440,Energia biogas,Generacion,MWh,CAMMESA,Mensual,Nacional,PROVINCIA,74,SAN LUIS,2017-11-01,99.413
